fever,cough,fatigue,headache,sore_throat,runny_nose,nausea,body_pain,skin_rash,chills,disease
0,1,0,0,1,1,0,0,0,0,Cold
0,1,0,0,1,1,0,0,0,0,Cold
1,1,0,1,1,1,0,0,0,1,Cold
0,1,0,0,1,0,0,0,0,0,Cold
0,1,0,0,1,0,0,0,0,0,Cold
0,1,0,0,1,1,0,0,0,0,Cold
0,1,0,1,0,1,0,0,0,0,Cold
0,1,1,0,1,1,0,0,0,0,Cold
0,1,0,0,1,1,0,0,0,0,Cold
0,1,0,0,1,1,0,0,0,0,Cold
0,1,0,0,0,1,0,0,1,0,Cold
0,1,0,0,0,1,0,0,0,1,Cold
1,1,0,0,0,1,0,0,0,0,Cold
0,1,0,0,1,0,0,0,0,0,Cold
0,1,0,0,1,1,0,0,0,0,Cold
0,1,0,0,1,1,0,0,0,0,Cold
0,1,0,0,1,1,0,0,0,0,Cold
0,1,0,0,1,0,0,0,0,0,Cold
0,1,1,0,1,1,0,0,1,0,Cold
0,1,0,0,1,1,1,0,0,0,Cold
1,0,1,0,1,1,0,0,0,1,Cold
0,1,0,0,1,0,0,0,0,0,Cold
0,1,0,0,1,1,0,0,0,0,Cold
0,1,0,0,1,1,0,0,0,0,Cold
0,1,0,0,1,1,0,0,0,0,Cold
0,1,1,0,1,1,1,0,0,1,Cold
0,1,0,0,0,1,1,0,0,0,Cold
0,1,0,0,1,1,0,0,0,0,Cold
0,1,0,0,1,1,0,0,0,0,Cold
0,1,0,0,1,1,0,0,0,0,Cold
0,1,0,0,1,1,0,1,0,0,Cold
0,1,1,0,1,1,0,0,0,0,Cold
0,1,0,0,1,1,0,0,0,0,Cold
0,1,1,0,1,1,0,0,0,0,Cold
0,1,0,0,0,1,0,0,0,0,Cold
0,1,0,0,1,1,0,0,0,0,Cold
0,1,0,0,1,1,0,1,0,0,Cold
0,1,0,0,0,1,0,0,0,0,Cold
0,1,0,0,1,0,0,0,0,0,Cold
1,1,0,0,1,1,0,0,0,0,Cold
0,1,0,0,0,1,0,0,0,0,Cold
0,1,0,0,1,1,0,0,0,0,Cold
0,1,0,0,1,1,0,0,0,0,Cold
0,1,0,1,1,1,0,0,0,0,Cold
0,1,0,0,1,1,0,0,0,0,Cold
0,1,0,0,1,1,0,0,0,0,Cold
0,1,0,0,0,1,0,0,0,0,Cold
0,1,1,0,1,1,0,1,0,0,Cold
0,1,0,0,1,1,0,0,0,0,Cold
0,1,0,1,1,1,0,0,0,0,Cold
0,1,0,0,1,1,0,0,1,0,Cold
0,1,0,1,1,1,0,1,0,0,Cold
0,0,0,0,1,1,0,1,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,1,0,0,1,1,0,0,0,0,Allergy
0,0,0,1,1,1,0,0,1,0,Allergy
0,0,0,0,1,0,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,0,0,0,1,0,Allergy
1,0,0,0,1,1,0,0,0,0,Allergy
0,0,1,0,1,1,0,0,0,0,Allergy
0,0,0,0,0,1,0,0,0,0,Allergy
1,0,0,0,1,0,0,0,0,0,Allergy
0,0,1,0,1,1,0,0,0,0,Allergy
0,0,1,0,1,1,0,1,0,0,Allergy
0,0,0,0,1,1,0,0,1,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,1,1,1,0,0,0,0,Allergy
0,0,0,1,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,1,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,1,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,1,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,1,0,Allergy
0,0,1,1,1,1,0,0,0,1,Allergy
0,1,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,1,0,0,0,Allergy
0,0,0,0,1,1,0,1,0,1,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,1,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,1,1,1,0,0,1,1,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,0,0,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,1,0,0,1,1,0,0,0,0,Allergy
0,1,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,0,1,1,0,0,0,Allergy
0,0,0,0,1,1,1,1,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,1,1,1,1,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,1,0,1,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,1,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
1,0,0,0,1,0,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,1,0,0,Allergy
0,0,0,0,0,1,0,0,0,0,Allergy
0,0,0,0,1,0,0,0,0,0,Allergy
0,0,1,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,0,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
1,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,1,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,1,0,1,1,1,0,1,0,Allergy
0,0,0,0,1,0,0,0,0,0,Allergy
0,0,0,0,0,1,0,0,0,0,Allergy
0,1,0,0,1,1,1,0,0,1,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,1,0,0,Allergy
0,1,0,0,1,1,0,0,0,0,Allergy
0,0,0,1,1,1,0,0,0,1,Allergy
0,0,1,0,1,1,0,0,0,0,Allergy
0,1,1,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,1,0,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,1,1,1,0,0,0,0,Allergy
1,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,0,0,0,0,0,Allergy
0,0,0,0,0,1,0,0,0,0,Allergy
1,0,0,0,1,1,0,0,0,0,Allergy
1,0,0,1,1,1,0,0,0,0,Allergy
1,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,1,1,1,0,0,0,0,Allergy
0,0,0,0,0,1,1,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
1,0,0,0,1,1,0,0,0,0,Allergy
1,0,0,0,1,1,1,0,0,0,Allergy
0,0,0,0,1,1,1,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
1,0,0,0,1,1,1,0,0,0,Allergy
0,0,0,1,1,1,1,0,0,0,Allergy
0,1,0,0,1,1,0,0,0,1,Allergy
0,0,1,0,0,0,0,0,0,0,Allergy
1,0,1,0,1,1,0,0,0,0,Allergy
0,0,0,1,1,1,0,0,0,1,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,1,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
1,0,0,0,1,1,0,0,0,0,Allergy
0,0,1,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,1,0,1,1,1,0,0,1,0,Allergy
1,0,0,0,0,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,1,0,1,0,1,1,0,0,Allergy
0,0,0,1,1,1,1,0,0,0,Allergy
0,0,1,0,1,1,0,0,0,0,Allergy
0,0,1,0,1,1,0,0,0,0,Allergy
1,0,0,0,1,0,0,0,0,0,Allergy
1,1,0,0,1,0,0,0,1,0,Allergy
0,0,0,0,1,0,0,0,0,0,Allergy
1,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,0,0,0,0,0,Allergy
0,0,0,1,0,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,1,1,0,Allergy
0,0,0,0,1,1,0,1,0,0,Allergy
1,0,0,0,1,0,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,1,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,0,0,0,0,0,Allergy
1,0,0,0,1,1,0,0,0,0,Allergy
0,1,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,1,0,0,Allergy
0,0,0,0,1,0,0,0,0,0,Allergy
0,0,0,0,0,1,0,0,0,0,Allergy
0,0,0,1,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,1,Allergy
0,0,0,0,1,0,0,0,0,0,Allergy
0,0,0,0,1,0,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,1,1,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,0,1,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,1,0,Allergy
0,0,0,0,1,1,0,0,0,1,Allergy
0,0,0,0,1,1,1,0,0,0,Allergy
0,0,0,0,0,1,1,0,0,1,Allergy
0,0,0,0,1,1,0,0,0,0,Allergy
0,0,0,0,1,1,0,0,1,0,Allergy
1,0,1,1,0,0,1,1,0,1,Dengue
0,0,1,1,0,1,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
0,0,1,0,0,0,0,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,0,Dengue
1,0,0,1,0,0,1,1,0,1,Dengue
1,0,0,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,1,1,1,0,1,Dengue
1,0,1,1,0,1,1,1,0,1,Dengue
1,0,1,1,1,0,1,1,0,1,Dengue
1,0,1,1,0,0,0,1,0,1,Dengue
1,0,0,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,1,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,0,Dengue
1,0,1,0,0,0,1,1,0,1,Dengue
1,0,0,0,0,0,1,1,0,1,Dengue
1,0,1,0,0,1,1,0,0,1,Dengue
0,0,1,1,0,0,1,1,1,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
0,0,1,0,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,0,0,0,1,1,0,1,Dengue
1,0,1,1,0,1,1,0,1,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
0,0,1,1,1,0,1,1,0,0,Dengue
1,0,1,1,0,1,1,0,0,1,Dengue
1,0,1,1,0,1,1,0,0,0,Dengue
1,0,1,1,1,0,1,1,0,0,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,0,0,0,0,1,0,1,Dengue
1,0,1,1,0,0,1,1,1,1,Dengue
0,0,1,1,0,0,1,1,0,1,Dengue
1,1,1,1,0,0,1,1,0,1,Dengue
0,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,0,1,0,1,Dengue
1,0,1,1,0,0,0,1,0,1,Dengue
1,0,1,1,0,1,1,1,1,1,Dengue
1,0,1,0,1,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,0,0,1,Dengue
1,1,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,1,1,Dengue
1,0,1,1,0,1,0,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,0,1,0,0,1,1,0,1,Dengue
1,0,1,0,0,0,0,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
0,1,1,1,0,0,0,0,0,1,Dengue
1,0,1,1,0,0,1,0,0,1,Dengue
1,1,1,1,0,1,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,1,1,Dengue
1,0,1,0,0,0,1,1,1,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,0,1,0,0,1,1,0,1,Dengue
1,0,1,0,0,0,1,0,0,1,Dengue
1,0,1,1,0,0,1,1,0,0,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,0,Dengue
1,0,0,1,1,0,1,1,0,1,Dengue
1,0,1,1,1,0,1,1,0,1,Dengue
1,0,0,1,0,1,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,1,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,1,0,Dengue
1,0,1,1,0,0,0,0,1,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,0,1,0,0,1,0,0,1,Dengue
1,0,1,1,0,0,1,1,0,0,Dengue
1,0,1,0,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,0,0,1,Dengue
1,0,1,1,0,0,1,0,1,1,Dengue
1,0,0,1,0,0,1,1,1,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,0,0,0,1,Dengue
1,0,1,1,0,0,0,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,1,1,Dengue
1,1,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,0,Dengue
1,0,1,1,0,0,0,0,0,1,Dengue
1,1,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,1,1,1,1,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,0,0,0,1,1,0,1,Dengue
0,1,1,1,0,1,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
0,0,1,1,0,1,1,1,0,1,Dengue
0,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
0,1,1,1,0,0,1,1,0,1,Dengue
1,0,1,0,0,0,1,1,1,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,1,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,1,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,1,1,1,0,1,1,1,1,1,Dengue
1,0,1,1,0,0,0,1,1,1,Dengue
1,0,1,1,0,0,0,1,0,1,Dengue
0,0,1,1,0,0,1,1,0,1,Dengue
0,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
1,0,1,1,0,0,1,1,0,1,Dengue
